Date,Value,predicted_value,PCT
2017-10-27,5889.82,5890.55317317703,-0.043868710354956
2017-10-28,5776.69695,5886.8972763729835,-0.04962330982977815
2017-10-29,6155.43402,5776.696945623983,-7.575291754193736e-08
2017-10-30,6136.49,6152.56176714807,-0.04666206871191938
2017-10-31,6388.645167,6136.489980779418,-3.13217843339219e-07
2017-11-01,6665.306683,6385.993242343206,-0.04150996944535906
2017-11-02,6751.98,6662.716798638748,-0.03885619198675046
2017-11-03,7197.72006,6751.979996955751,-4.5086757400691686e-08
2017-11-04,7437.543317,7195.429017236659,-0.03183011765173535
2017-11-05,7365.99,7435.074608198133,-0.033192530068680226
2017-11-06,6989.071667,7363.666599888641,-0.031542265348700596
2017-11-07,7092.127233,6986.486346232122,-0.03699090367158957
2017-11-08,7128.64,7092.127216077968,-2.3860305222813465e-07
2017-11-09,7158.03706,7126.353509058743,-0.03207471468972199
2017-11-10,6719.39785,7155.680357125919,-0.032923870808805766
2017-11-11,6569.22,6716.710812977519,-0.0399892532406232
2017-11-12,5716.301583,6566.257319709331,-0.0450994226204876
2017-11-13,6550.227533,5716.301572983837,-1.7522104356785928e-07
2017-11-14,6493.63,6546.350627827578,-0.059187335903833314
2017-11-15,7301.42992,6489.871202148513,-0.05788438595188736
2017-11-16,7815.0307,7297.852455242516,-0.048996769080590453
2017-11-17,7868.77,7811.488634042236,-0.045323762551104915
2017-11-18,7817.140383,7865.354381304338,-0.043407275796121726
2017-11-19,8007.654067,7813.789314822956,-0.04286821027714424
2017-11-20,8049.72,8007.6540473740715,-2.450896193464623e-07
2017-11-21,8059.8,8046.724771235868,-0.037209104964305115
2017-11-22,8268.035,8059.79997257189,-3.403075773043913e-07
2017-11-23,8236.72,8264.801275407262,-0.039111162358860564
2017-11-24,8250.978333,8236.719976768238,-2.820511270050379e-07
2017-11-25,8707.407267,8248.06418615323,-0.035318803772813816
2017-11-26,8768.8,8704.350928072581,-0.03510044762695888
2017-11-27,9718.29505,8765.823795993818,-0.03394083576066775
2017-11-28,9952.50882,9715.59841832144,-0.027747991439714025
2017-11-29,9919.0,9952.508793559915,-2.6566250442455895e-07
2017-11-30,10147.372,9918.999994599413,-5.444688794319248e-08
2017-12-01,10883.912,10144.786108001763,-0.02548336651338443
2017-12-02,10879.88,10883.911985870214,-1.298226776867065e-07
2017-12-03,11332.622,10877.560656371588,-0.021317731706700205
2017-12-04,11584.83,11329.708900052505,-0.02570543646028809
2017-12-05,11591.22,11582.141669135754,-0.023205613412077532
2017-12-06,13540.98,11588.595252508587,-0.02264427291874853
2017-12-07,16501.97167,13537.96416014943,-0.022271946717076947
2017-12-08,16860.88,16497.8766100119,-0.024815580040926224
2017-12-09,15142.83415,16860.879999715395,-1.6879685878578039e-09
