Date,USD (PM),predicted_value,PCT
2017-03-04,1226.5,1226.7836536281143,0.02312707934074846
2017-03-05,1226.5,1226.7824761132154,0.02303107323402793
2017-03-06,1230.95,1226.7813573218077,0.022939855018974165
2017-03-07,1216.65,1231.1928552345194,0.019729090094586385
2017-03-08,1209.2,1217.013044369383,0.029839671999573054
2017-03-09,1206.55,1209.620424039699,0.03476877602538048
2017-03-10,1202.65,1206.9881463732145,0.03631398393887714
2017-03-11,1202.65,1203.1139936213701,0.038580935548167515
2017-03-12,1202.65,1203.111387541067,0.0383642407239737
2017-03-13,1204.2,1203.1088219883704,0.038150915758562
2017-03-14,1204.6,1204.6456010858094,0.037003910131984535
2017-03-15,1198.8,1205.040537166408,0.036571240777697876
2017-03-16,1229.35,1199.2785593763715,0.03991986789886134
2017-03-17,1229.6,1229.5974626107827,0.020129549012307676
2017-03-18,1229.6,1229.844347855044,0.01987214175699396
2017-03-19,1229.6,1229.8435296827977,0.019805602049265687
2017-03-20,1232.4,1229.842570965912,0.01972763223098054
2017-03-21,1241.6,1232.616257441876,0.017547666494319696
2017-03-22,1249.05,1241.7310900367195,0.01055815373063547
2017-03-23,1247.5,1249.1124117367654,0.004996736460942158
2017-03-24,1247.5,1247.5764153777827,0.0061254811849878335
2017-03-25,1247.5,1247.576361763655,0.006121183459325545
2017-03-26,1247.5,1247.5763921021846,0.00612361540558134
2017-03-27,1257.55,1247.5761779159589,0.006106446169046202
2017-03-28,1257.25,1257.5350999484826,-0.001184847641629809
2017-03-29,1251.1,1257.238087067373,-0.0009475388846256359
2017-03-30,1248.8,1251.143039297333,0.0034401164841381727
2017-03-31,1244.85,1248.863944192883,0.005120451063671322
2017-04-01,1244.85,1244.9501039341224,0.008041445485194532
2017-04-02,1244.85,1244.9499902915898,0.008032316471048512
2017-04-03,1247.25,1244.9497680376314,0.008014462596418862
2017-04-04,1257.65,1247.327598982728,0.00622160615177208
2017-04-05,1245.8,1257.6325043093989,-0.001391141462347114
2017-04-06,1252.5,1245.8896326736792,0.00719478838330885
2017-04-07,1266.45,1252.527164912442,0.0021688552847907144
2017-04-08,1266.45,1266.350397766027,-0.00786467953515523
2017-04-09,1266.45,1266.351176636202,-0.007803179264727908
2017-04-10,1250.05,1266.3518237787073,-0.007752080326326393
2017-04-11,1252.9,1250.0979513051825,0.003835950976564989
2017-04-12,1274.3,1252.9209228646685,0.001669954878151818
2017-04-13,1284.15,1274.1211380633165,-0.014036093281288626
2017-04-14,1284.15,1283.8917981251393,-0.02010683135621134
2017-04-15,1284.15,1283.8934478426995,-0.019978363688087475
2017-04-16,1284.15,1283.895212196226,-0.019840969028071427
2017-04-17,1284.15,1283.8970055977122,-0.01970131233016922
2017-04-18,1278.95,1283.8987591068533,-0.01956476214981228
2017-04-19,1279.05,1278.7398140288783,-0.016434260222975547
2017-04-20,1282.1,1278.8404112912813,-0.01638627956050849
2017-04-21,1281.85,1281.8676282439326,-0.01812430824953772
2017-04-22,1281.85,1281.6211023693804,-0.017856818708857154
2017-04-23,1281.85,1281.6224195812522,-0.01775406004975002
2017-04-24,1269.4,1281.6239500168956,-0.017634667324905682
2017-04-25,1267.8,1269.275112897466,-0.009838278126209483
2017-04-26,1261.85,1267.6901097271038,-0.008667792466959246
2017-04-27,1262.8,1261.7945778297017,-0.0043921361729399805
2017-04-28,1266.45,1262.7361893502239,-0.005053108154584044
2017-04-29,1266.45,1266.3530327899161,-0.007656615743527451
2017-04-30,1266.45,1266.3534410140414,-0.007624382009444423
2017-05-01,1266.45,1266.354330053585,-0.007554182669272423
2017-05-02,1255.45,1266.3548250878464,-0.007515094330897568
2017-05-03,1250.3,1255.4571756048708,0.0005715564037421778
2017-05-04,1228.45,1250.3576355613277,0.0046097385689628755
2017-05-05,1228.05,1228.7286177592605,0.022680431377788413
2017-05-06,1228.05,1228.331826491306,0.02294910559879419
2017-05-07,1228.05,1228.3309391074656,0.022876846013245064
2017-05-08,1229.8,1228.3300828474225,0.022807120835681847
2017-05-09,1220.4,1230.0615659090176,0.021268979428987683
2017-05-10,1222.95,1220.7551630836415,0.029102186466846983
2017-05-11,1223.15,1223.2788772445692,0.026892125153864407
2017-05-12,1231.25,1223.4758551742061,0.026640655210401525
2017-05-13,1231.25,1231.493697151187,0.019792662025340666
2017-05-14,1231.25,1231.4929107900875,0.019728795134013006
2017-05-15,1233.3,1231.4922112908928,0.019671983016672726
2017-05-16,1234.2,1233.5205049013168,0.01787925900566544
2017-05-17,1257.4,1234.4105628425848,0.017060674330315176
2017-05-18,1255.9,1257.3669890080455,-0.0026253373592013325
2017-05-19,1252.0,1255.88272963464,-0.0013751385747265742
2017-05-20,1252.0,1252.023368207826,0.001866470273644125
2017-05-21,1252.0,1252.0235219949457,0.0018787535899095651
2017-05-22,1258.85,1252.0235573335358,0.0018815761610056915
2017-05-23,1260.2,1258.8023276878914,-0.003786973198434188
2017-05-24,1252.55,1260.139005491308,-0.00484006575878012
2017-05-25,1256.95,1252.5675596570122,0.001401912659156975
2017-05-26,1265.05,1256.9216532191263,-0.0022552035382306067
2017-05-27,1265.05,1264.9392342435979,-0.00875584019620476
2017-05-28,1265.05,1264.939814882267,-0.008709941720323591
2017-05-29,1265.05,1264.9404977848787,-0.00865595945782464
2017-05-30,1262.7,1264.9410378589075,-0.008613267546139183
2017-05-31,1266.2,1262.6149431655401,-0.006736107900524244
2017-06-01,1264.85,1266.080683028751,-0.009423232605351719
2017-06-02,1274.95,1264.7444748458486,-0.008342898695603205
2017-06-03,1274.95,1274.7468478005492,-0.015934130707154742
2017-06-04,1274.95,1274.7478977815658,-0.01585177602527315
2017-06-05,1279.95,1274.7490073635022,-0.0157647465781292
2017-06-06,1293.5,1279.7048413324035,-0.019153769100087505
2017-06-07,1291.0,1293.1429933960662,-0.02760004668989323
2017-06-08,1273.1,1290.6635478944804,-0.026061355965885647
2017-06-09,1266.55,1272.911268497785,-0.014824562266513065
2017-06-10,1266.55,1266.4259407947293,-0.009795049960180715
2017-06-11,1266.55,1266.42659417838,-0.009743462288899274
2017-06-12,1266.4,1266.427235824806,-0.009692801325954684
2017-06-13,1262.0,1266.2794944909695,-0.00951559610159791
2017-06-14,1275.5,1261.9247015293106,-0.005966598311363232
2017-06-15,1254.55,1275.2871894068314,-0.016684483980287695
2017-06-16,1255.4,1254.5495150352072,-3.865647385947322e-05
2017-06-17,1255.4,1255.3902691967728,-0.0007751157581077682
2017-06-18,1255.4,1255.3903268525053,-0.0007705231396226575
2017-06-19,1248.15,1255.3905724120723,-0.0007509628746059391
2017-06-20,1242.2,1248.2218854089065,0.005759356560219726
2017-06-21,1242.5,1242.3395587673988,0.011234806584989477
2017-06-22,1250.8,1242.6357969465873,0.010929331717290453
2017-06-23,1255.7,1250.8405854412488,0.0032447586543670024
2017-06-24,1255.7,1255.6851579007605,-0.0011819781189423104
2017-06-25,1255.7,1255.6852375258413,-0.0011756370278502128
2017-06-26,1245.25,1255.6854707634825,-0.0011570627154213946
2017-06-27,1249.55,1245.3538921789589,0.008343078013158683
2017-06-28,1248.0,1249.604180429133,0.00433599528895297
2017-06-29,1243.5,1248.0719404700417,0.005764460740519366
2017-06-30,1242.25,1243.6236955991685,0.009947374279735712
2017-07-01,1242.25,1242.387793674175,0.011092265983103242
2017-07-02,1242.25,1242.3876832793703,0.011083379301293744
2017-07-03,1229.25,1242.3872139540274,0.011045599036216703
2017-07-04,1223.75,1229.537509500176,0.02338901770802759
2017-07-05,1220.3,1224.0990815507625,0.028525560838614784
2017-07-06,1224.9,1220.6863957967485,0.0316640003891258
2017-07-07,1215.65,1225.2343533787237,0.02729638164124115
2017-07-08,1215.65,1216.0860446499223,0.03586925923762789
2017-07-09,1215.65,1216.0846110981195,0.03575133452222071
2017-07-10,1211.9,1216.083093635114,0.03562650722772933
2017-07-11,1211.05,1212.3711368630554,0.03887588605126951
2017-07-12,1218.8,1211.528065417456,0.03947528322167019
2017-07-13,1218.9,1219.195550103637,0.03245406167025813
2017-07-14,1230.3,1219.2931428513846,0.032253905273975064
2017-07-15,1230.3,1230.565050406132,0.021543558980094645
2017-07-16,1230.3,1230.564375626752,0.021488712245151465
2017-07-17,1234.1,1230.5635619424606,0.021422575181718525
2017-07-18,1240.75,1234.3189191958581,0.01773917801298389
2017-07-19,1242.15,1240.8905554177804,0.011328262565418766
2017-07-20,1238.7,1242.273936668171,0.009977592736056601
2017-07-21,1248.55,1238.8640276614076,0.01324191986821221
2017-07-22,1248.55,1248.5977597698902,0.0038252188450813153
2017-07-23,1248.55,1248.5977096723013,0.003821206383515288
2017-07-24,1255.55,1248.5976110254107,0.003813305467204997
2017-07-25,1254.4,1255.5159808550238,-0.0027095014118217347
2017-07-26,1248.1,1254.3792812387996,-0.0016516869579433836
2017-07-27,1261.1,1248.1527158802187,0.004223690426951699
2017-07-28,1264.9,1261.000551449057,-0.007885857659420535
2017-07-29,1264.9,1264.7581225149536,-0.011216498145822356
2017-07-30,1264.9,1264.7587606014993,-0.011166052533862703
2017-07-31,1267.55,1264.7595030279772,-0.011107358053830492
2017-08-01,1270.95,1267.3807730697747,-0.013350710443394724
2017-08-02,1269.6,1270.7448366405417,-0.016142520119462676
2017-08-03,1268.1,1269.4100601256787,-0.01496060761824401
2017-08-04,1257.7,1267.926816019266,-0.013656965596872359
2017-08-05,1257.7,1257.6425654865582,-0.004566630630665209
2017-08-06,1257.7,1257.6428352526084,-0.004545181473455735
2017-08-07,1258.0,1257.6430162678705,-0.0045307889106733015
2017-08-08,1261.8,1257.9399710124665,-0.0047717796131591435
2017-08-09,1271.05,1261.696537992645,-0.008199556772459359
2017-08-10,1284.4,1270.8433692682215,-0.01625669578525095
2017-08-11,1286.1,1284.055759430387,-0.026801663781767425
2017-08-12,1286.1,1285.741573386875,-0.02786926468586796
2017-08-13,1286.1,1285.7433564235153,-0.027730625650000576
2017-08-14,1282.3,1285.7451125030848,-0.027594082646382526
2017-08-15,1270.3,1281.9819800170822,-0.024800747322608098
2017-08-16,1272.75,1270.1038106067322,-0.015444335453655571
2017-08-17,1285.15,1272.5282364362704,-0.017423968865025324
2017-08-18,1295.8,1284.800268583754,-0.02721327597916089
2017-08-19,1295.8,1295.3546189373867,-0.034371126918756816
2017-08-20,1295.8,1295.3568751158625,-0.03419701220384571
2017-08-21,1292.9,1295.359451032913,-0.03399822249474436
2017-08-22,1284.2,1292.4859236286384,-0.032026944957979434
2017-08-23,1286.65,1283.8650596135126,-0.026081637321870445
2017-08-24,1289.0,1286.2931464504597,-0.027735091092398603
2017-08-25,1285.3,1288.622972938546,-0.029249578080225016
2017-08-26,1285.3,1284.958502357599,-0.026569489022096725
2017-08-27,1285.3,1284.960262093292,-0.026432576574186864
2017-08-28,1285.3,1284.9617636420514,-0.026315751804910702
2017-08-29,1318.65,1284.9633400886603,-0.026193099769677586
2017-08-30,1308.5,1318.0255152003217,-0.04735788872546806
2017-08-31,1311.75,1307.9381645634392,-0.042937366187301575
2017-09-01,1320.4,1311.1696686392918,-0.044241003293936695
2017-09-02,1320.4,1319.7705418685457,-0.04767177608712396
2017-09-03,1320.4,1319.7752105138545,-0.04731819798133697
2017-09-04,1333.1,1319.779990741291,-0.046956169244862185
2017-09-05,1335.55,1332.4245717259105,-0.0506659871044503
2017-09-06,1337.85,1334.872548098417,-0.05072456303268515
2017-09-07,1343.5,1337.1718396102067,-0.050690315789753713
2017-09-08,1346.25,1342.813498344911,-0.051098001867430756
2017-09-09,1346.25,1345.5654902179367,-0.050845666262825426
2017-09-10,1346.25,1345.5715737125643,-0.05039378179652672
2017-09-11,1334.2,1345.577902883397,-0.04992364840133903
2017-09-12,1326.5,1333.5575254963962,-0.04815428748342134
2017-09-13,1327.55,1325.8911620283427,-0.045898075511292456
2017-09-14,1324.55,1326.940913004135,-0.045880531495237645
2017-09-15,1322.85,1323.9590326630168,-0.04461646121196728
2017-09-16,1322.85,1322.271193280734,-0.04375452388902089
2017-09-17,1322.85,1322.2751594421497,-0.0434547044525204
2017-09-18,1312.1,1322.2789160087868,-0.04317072919931
2017-09-19,1309.6,1311.5924268962992,-0.038684025889846735
2017-09-20,1311.3,1309.112487122391,-0.03722609022670118
2017-09-21,1292.1,1310.8031665991894,-0.037888614413986214
2017-09-22,1294.8,1291.7505092624474,-0.027048273164036414
2017-09-23,1294.8,1294.4274980263356,-0.028769074271268492
2017-09-24,1294.8,1294.4289306496194,-0.028658429902733564
2017-09-25,1293.3,1294.4306000333672,-0.028529500048866792
2017-09-26,1300.05,1292.9455348665865,-0.02740780433104782
2017-09-27,1282.55,1299.6372239051293,-0.031750786113661084
2017-09-28,1283.35,1282.2953384644145,-0.019855875839963788
2017-09-29,1283.1,1283.0880689512196,-0.020409946529029315
2017-09-30,1283.1,1282.8414713676611,-0.020148751643579328
2017-10-01,1283.1,1282.8422920505293,-0.020084790699915367
2017-10-02,1273.7,1282.843427833267,-0.01999627205462508
2017-10-03,1271.25,1273.5413322133243,-0.012457233781563805
2017-10-04,1274.25,1271.118258798306,-0.010363123043776793
2017-10-05,1274.5,1274.0860248943177,-0.012868362227373871
2017-10-06,1261.8,1274.3337850535277,-0.01304158073537364
2017-10-07,1261.8,1261.7737807211727,-0.0020779266783392094
2017-10-08,1261.8,1261.7739174603778,-0.0020670898416679526
2017-10-09,1278.75,1261.7739387925099,-0.00206539923047249
2017-10-10,1291.4,1278.5331768203978,-0.016955869372607277
2017-10-11,1289.25,1291.0517859171293,-0.026964076418673863
2017-10-12,1290.25,1288.9241384625684,-0.025275279226805687
2017-10-13,1299.6,1289.9152638567332,-0.025943510425639176
2017-10-14,1299.6,1299.177051471929,-0.032544515856490215
2017-10-15,1299.6,1299.1789673707167,-0.03239709366599091
2017-10-16,1303.3,1299.1807621764578,-0.03225898919221776
2017-10-17,1284.75,1302.8500791063643,-0.03452166758502535
2017-10-18,1280.2,1284.4713617168222,-0.02168813256880872
2017-10-19,1286.4,1279.9701216272165,-0.017956442179625044
2017-10-20,1281.2,1286.1046979488535,-0.022955694274453032
2017-10-21,1281.2,1280.9599187469234,-0.018738780290087114
2017-10-22,1281.2,1280.9608018088281,-0.018669855695590737
2017-10-23,1274.9,1280.9616747211758,-0.018601723292559876
2017-10-24,1276.45,1274.730881041346,-0.013265272464824937
2017-10-25,1275.0,1276.2640409786748,-0.014568453235558668
2017-10-26,1273.75,1274.8307445337412,-0.013274938530105597
2017-10-27,1266.45,1273.5951576198124,-0.012156418464186398
2017-10-28,1266.45,1266.3785364842433,-0.005642821726614119
2017-10-29,1266.45,1266.3786958203516,-0.005630240408105363
2017-10-30,1272.0,1266.3788732860478,-0.005616227561471305
2017-10-31,1270.15,1271.865090236633,-0.01060611347224663
2017-11-01,1277.05,1270.0367247950812,-0.008918254136823515
2017-11-02,1279.2,1276.8588100625643,-0.01497121784077664
2017-11-03,1267.2,1278.9854060105374,-0.016775640201894003
2017-11-04,1267.2,1267.1203870338315,-0.006282588870620046
2017-11-05,1267.2,1267.120607310755,-0.006265205906326468
2017-11-06,1270.9,1267.1209253376344,-0.006240109088198861
2017-11-07,1275.6,1270.778142083917,-0.009588316632557424
2017-11-08,1284.0,1275.4248839328857,-0.013728133201178392
2017-11-09,1284.8,1283.7320543689461,-0.020868039801702695
2017-11-10,1284.3,1284.5242011941489,-0.021466283145320817
2017-11-11,1284.3,1284.0304009335953,-0.02099190737403102
2017-11-12,1284.3,1284.0312454853513,-0.020926147679565736
2017-11-13,1277.95,1284.0320765992342,-0.020861434303960674
2017-11-14,1274.6,1277.7515516929043,-0.015528644085900031
2017-11-15,1282.2,1274.4398442778427,-0.012565175126097762
2017-11-16,1280.0,1281.9549592710343,-0.01911095998796639
2017-11-17,1284.35,1279.7798022326433,-0.01720295057474175
2017-11-18,1284.35,1284.0828070996124,-0.020803745115233335
2017-11-19,1284.35,1284.0835891198362,-0.020742856710684453
2017-11-20,1286.2,1284.0842964801873,-0.02068778135341864
2017-11-21,1283.3,1285.9154511622353,-0.022123218610228566
2017-11-22,1286.95,1283.0471887137544,-0.01970009243711993
2017-11-23,1290.35,1286.658833665752,-0.022624525758432424
2017-11-24,1290.5,1290.024282187325,-0.02524259407717585
2017-11-25,1290.5,1290.173900147927,-0.025269264011852553
2017-11-26,1290.5,1290.174867275249,-0.025194321948936765
2017-11-27,1294.9,1290.1760029855632,-0.025106316500335308
2017-11-28,1291.85,1294.532574517179,-0.028374815261494366
2017-11-29,1283.85,1291.5140964498994,-0.026001745566475287
2017-11-30,1280.2,1283.5975403453224,-0.01966426410231124
2017-12-01,1275.5,1279.9878363946061,-0.01657269218824602
2017-12-02,1275.5,1275.3406540746078,-0.01249282049331593
2017-12-03,1275.5,1275.3410270498593,-0.01246357899965903
2017-12-04,1273.45,1275.3414786402743,-0.01242817402788573
2017-12-05,1266.3,1273.3150448262672,-0.010597602868805657
2017-12-06,1263.7,1266.2474957817308,-0.0041462700994375525
2017-12-07,1255.0,1263.6780682337026,-0.001735520004548904
2017-12-08,1250.65,1255.0811143368671,0.006463293774273385
2017-12-09,1250.65,1250.7827568672185,0.01061502956210005
2017-12-10,1250.65,1250.7826018241087,0.010602632559759571
2017-12-11,1247.15,1250.7824107916413,0.010587357905183515
2017-12-12,1240.9,1247.323737901846,0.013930794358812096
2017-12-13,1242.65,1241.1474289146743,0.019939472533981296
2017-12-14,1251.0,1242.876365459495,0.018216348891071522
2017-12-15,1254.6,1251.1269019775818,0.010144042972169294
2017-12-16,1254.6,1254.6836268648526,0.006665619707692004
2017-12-17,1254.6,1254.6834694833578,0.00665307535134151
2017-12-18,1260.6,1254.6832936642045,0.006639061390449162
2017-12-19,1260.35,1260.6114157373888,0.000905579675465307
2017-12-20,1264.55,1260.3643735544636,0.0011404415014595656
2017-12-21,1264.55,1264.5143500299614,-0.002819182320868959
2017-12-22,1264.55,1264.51437175471,-0.002817464338294215
2017-12-23,1264.55,1264.5145325333503,-0.002804750041485639
2017-12-24,1264.55,1264.5146290435575,-0.0027971180611617353
2017-12-25,1264.55,1264.5146910766919,-0.0027922125110192287
2017-12-26,1264.55,1264.5149214824912,-0.0027739921322792057
2017-12-27,1279.4,1264.515013160979,-0.0027667422419857175
2017-12-28,1291.0,1279.1906563048892,-0.01636264617092967
2017-12-29,1291.0,1290.6626944669695,-0.026127461892372625
2017-12-30,1291.0,1290.6637773790853,-0.026043580241260137
2017-12-31,1291.0,1290.6647992250942,-0.025964428730119518
2018-01-01,1291.0,1290.6658308755598,-0.02588451777228681
2018-01-02,1312.05,1290.6668144347789,-0.02580833193037404
2018-01-03,1314.9,1311.508464238022,-0.04127401867138535
2018-01-04,1314.5,1314.3374873781445,-0.042779878458864044
2018-01-05,1317.15,1313.9432815432447,-0.042352107779028834
2018-01-06,1317.15,1316.5748191099553,-0.04366859431687724
2018-01-07,1317.15,1316.577720410457,-0.043448323239045385
2018-01-08,1319.95,1316.580444124712,-0.04324153477494499
2018-01-09,1311.0,1319.3618702064314,-0.04455697515577627
2018-01-10,1319.75,1310.4835240762434,-0.03939557008059618
2018-01-11,1323.05,1319.1641788604354,-0.044388796329955425
2018-01-12,1326.8,1322.4432700081336,-0.04585843255102674
2018-01-13,1326.8,1326.170799631099,-0.04742239741490132
2018-01-14,1326.8,1326.1744092770311,-0.04715034089303657
2018-01-15,1339.25,1326.1777919625965,-0.046895390217321746
2018-01-16,1333.85,1338.557154724143,-0.05173382683270882
2018-01-17,1335.65,1333.1881559211622,-0.04961907851990126
2018-01-18,1332.2,1334.9821044226521,-0.05000528411993882
2018-01-19,1334.95,1331.5549675803954,-0.048418587269524395
2018-01-20,1334.95,1334.2931884278605,-0.04920121144159194
2018-01-21,1334.95,1334.2972083013199,-0.04890008604668157
2018-01-22,1332.6,1334.3011162834755,-0.04860734233675803
2018-01-23,1333.4,1331.9676342192197,-0.04745353300166736
2018-01-24,1353.7,1332.766825575321,-0.04748570756555084
2018-01-25,1354.95,1352.9709874043926,-0.05385333497875457
2018-01-26,1353.15,1354.2231015196946,-0.05364762392010097
2018-01-27,1353.15,1352.433528212112,-0.05294843793283578
2018-01-28,1353.15,1352.438585264564,-0.05257471347863613
2018-01-29,1343.85,1352.4440810630667,-0.05216856497308931
2018-01-30,1344.9,1343.1798220138585,-0.049869999340806284
2018-01-31,1345.05,1344.2296087165685,-0.04984692419002357
2018-02-01,1341.35,1344.3831608470418,-0.04957727615762378
2018-02-02,1331.15,1340.7033700152767,-0.04820740185061145
2018-02-03,1331.15,1330.559237096154,-0.0443798898581
2018-02-04,1331.15,1330.5622685658223,-0.04415215671996695
2018-02-05,1333.6,1330.5651220062468,-0.04393779767518707
2018-02-06,1331.4,1333.003457336522,-0.04473175341016617
2018-02-07,1324.65,1330.819259514452,-0.04361878365240922
2018-02-08,1315.45,1324.114647577996,-0.04041463194081853
2018-02-09,1314.1,1314.9826381263722,-0.0355286687922651
2018-02-10,1314.1,1313.6450645575455,-0.03461954512246943
2018-02-11,1314.1,1313.646681210334,-0.0344965215482764
2018-02-12,1322.3,1313.6483447142944,-0.03436993270721831
2018-02-13,1325.35,1321.7865414001344,-0.03883071919122316
2018-02-14,1336.25,1324.8170402923008,-0.040212751929610456
2018-02-15,1352.45,1335.6492042604405,-0.04496132756292191
2018-02-16,1352.1,1351.7707026142516,-0.050227171854666804
2018-02-17,1352.1,1351.4261346639341,-0.049838424381759755
2018-02-18,1352.1,1351.4303899259128,-0.04952370934746924
2018-02-19,1346.6,1351.434672889087,-0.04920694555970807
2018-02-20,1339.85,1345.959899427309,-0.04753457394110546
2018-02-21,1330.5,1339.2444643381484,-0.045194287558420025
2018-02-22,1328.35,1329.949411774577,-0.041382053770995735
2018-02-23,1327.95,1327.8155755580829,-0.04023220099499783
2018-02-24,1327.95,1327.4205725039797,-0.03986802937011102
2018-02-25,1327.95,1327.422855407091,-0.039696117542757876
2018-02-26,1333.5,1327.4250726084663,-0.03952915332156823
2018-02-27,1325.75,1332.9415515378198,-0.04187839986353167
2018-02-28,1317.85,1325.2424492351352,-0.03828404788722198
2018-03-01,1307.75,1317.4005029158343,-0.03410836469747043
2018-03-02,1322.3,1307.382260777641,-0.028119994063007282
2018-03-03,1322.3,1321.8137042294275,-0.036776508399946804
2018-03-04,1322.3,1321.8154473166278,-0.036644686029808506
2018-03-05,1320.4,1321.8172478853264,-0.03650851657517438
2018-03-06,1331.4,1319.9331859248516,-0.0353539893326626
2018-03-07,1329.4,1330.8555995948518,-0.04088931989997602
2018-03-08,1321.0,1328.8708744389646,-0.03980183248348661
2018-03-09,1320.6,1320.5308473719515,-0.035514960488153294
2018-03-10,1320.6,1320.13546444263,-0.03517609854382855
2018-03-11,1320.6,1320.137253538767,-0.03504062253770122
2018-03-12,1319.15,1320.1388738454,-0.034917927805537194
2018-03-13,1322.75,1318.7013752161843,-0.03400862554037301
2018-03-14,1323.55,1322.2758309250162,-0.0358472179159947
2018-03-15,1318.75,1323.0717340577817,-0.03613508686625258
2018-03-16,1310.1,1318.3086216369918,-0.03346944932763587
2018-03-17,1310.1,1309.7285393228956,-0.028353612480293385
2018-03-18,1310.1,1309.7294456465415,-0.02828443275004763
2018-03-19,1312.4,1309.7303239043654,-0.028217395285438634
2018-03-20,1311.0,1312.0124164024369,-0.029532428951783537
2018-03-21,1321.35,1310.6251910249143,-0.028589548061454667
2018-03-22,1329.15,1320.892600970659,-0.0346160388497277
2018-03-23,1346.6,1328.637552522773,-0.03855452561615842
2018-03-24,1346.6,1345.9806899430046,-0.045990647333680815
2018-03-25,1346.6,1345.9838034329234,-0.04575943614113217
2018-03-26,1352.4,1345.9870188717375,-0.04552065411127213
2018-03-27,1341.45,1351.7628217849258,-0.04711462696497339
2018-03-28,1332.45,1340.8667749097067,-0.04347721423037413
2018-03-29,1323.85,1331.921824768797,-0.03963940344500898
2018-03-30,1323.85,1323.3818208848397,-0.03536496696454907
2018-03-31,1323.85,1323.3829931624987,-0.035276416323694576
2018-04-01,1323.85,1323.3849458513148,-0.03512891556332761
2018-04-02,1323.85,1323.3864449694056,-0.035015676292201314
2018-04-03,1333.45,1323.388325570305,-0.03487362085545905
2018-04-04,1337.3,1332.9218712104148,-0.03960619367694723
2018-04-05,1327.7,1336.74955990955,-0.04116055413519111
2018-04-06,1331.2,1327.2126769960798,-0.036704300965595384
2018-04-07,1331.2,1330.6901112499083,-0.0383029409624177
2018-04-08,1331.2,1330.6920318651307,-0.038158663977562776
2018-04-09,1331.95,1330.6940782688228,-0.038004937738679044
2018-04-10,1338.95,1331.4410864000802,-0.03820816096098793
2018-04-11,1350.75,1338.398027331629,-0.041224292794431155
2018-04-12,1341.35,1350.134612165026,-0.045558973531293304
2018-04-13,1343.7,1340.784562405337,-0.042154366471305285
2018-04-14,1343.7,1343.1238020750118,-0.04288144116903061
2018-04-15,1343.7,1343.1262279547532,-0.04270090386595738
2018-04-16,1349.35,1343.1288747924916,-0.04250392256518794
2018-04-17,1342.1,1348.7515494519682,-0.04435102442151247
2018-04-18,1351.45,1341.5412869256518,-0.04162976487207615
2018-04-19,1348.6,1350.8433761748263,-0.04488688632015656
2018-04-20,1336.75,1348.0099222957513,-0.043754834958374796
2018-04-21,1336.75,1336.2260388294771,-0.03919664638285787
2018-04-22,1336.75,1336.2279167584695,-0.03905616170042874
2018-04-23,1324.3,1336.2300245291783,-0.03889848294906987
2018-04-24,1328.85,1323.8638528843414,-0.03293416262618092
2018-04-25,1321.65,1328.3821016082547,-0.035210775613889155
2018-04-26,1320.7,1321.2354074464592,-0.0313693151394728
2018-04-27,1321.5,1320.2936922497984,-0.03076457561911689
2018-04-28,1321.5,1321.088793440064,-0.031116652284229312
2018-04-29,1321.5,1321.0900336718437,-0.031022801979289843
2018-04-30,1313.2,1321.0911003380102,-0.030942085659465404
2018-05-01,1307.1,1312.8568037312164,-0.026134348826049786
2018-05-02,1304.2,1306.808231455128,-0.022321822727561526
2018-05-03,1315.05,1303.933859270887,-0.020406435294661573
2018-05-04,1309.4,1314.6917473081357,-0.027242514875039644
2018-05-05,1309.4,1309.0888845423494,-0.023760154089709624
2018-05-06,1309.4,1309.0897200903576,-0.02369634257236379
2018-05-07,1309.4,1309.0902789670179,-0.023653660682925355
2018-05-08,1306.6,1309.0913947839892,-0.023568444784698835
2018-05-09,1313.85,1306.3158253160884,-0.02174917219588915
2018-05-10,1318.8,1313.5047747721455,-0.02627584791676151
2018-05-11,1324.35,1318.4156345368726,-0.02914509122894479
2018-05-12,1324.35,1323.9240667688557,-0.03216168166603991
2018-05-13,1324.35,1323.9250095302361,-0.03209049494195419
2018-05-14,1319.85,1323.9263599890487,-0.03198852349841079
2018-05-15,1295.0,1319.4615004931607,-0.029435125721805715
2018-05-16,1291.25,1294.8193718869761,-0.0139481168358213
2018-05-17,1289.5,1291.1047324873011,-0.011250146191586848
2018-05-18,1288.3,1289.3718077050355,-0.00994124040050347
2018-05-19,1288.3,1288.1831628880216,-0.00906909198000343
2018-05-20,1288.3,1288.183584352003,-0.009036377241090845
2018-05-21,1288.35,1288.1836079629752,-0.0090345445179502
2018-05-22,1293.05,1288.2334098985077,-0.009049567391795153
2018-05-23,1289.0,1292.8890143979208,-0.01245006783025471
2018-05-24,1304.85,1288.877657216274,-0.009491294315440343
2018-05-25,1303.5,1304.5789166343832,-0.02077505963265758
2018-05-26,1303.5,1303.2415306066962,-0.019828875589091865
2018-05-27,1303.5,1303.242128004267,-0.01978304531898828
2018-05-28,1303.5,1303.2426352156738,-0.0197441338186596
2018-05-29,1295.5,1303.2430435191377,-0.01971281019273494
2018-05-30,1300.7,1295.3165752687064,-0.01415860527160159
2018-05-31,1305.35,1300.4684288323836,-0.01780358019654753
2018-06-01,1294.6,1305.0769757002392,-0.020915792680941035
2018-06-02,1294.6,1294.425318317889,-0.013493100734665999
